object_name,source_type,m40_stratum,needed_label,current_status,reason_needed,recommended_source_or_observation
NGC5585,direct_sparc_m36_m39,clean_juvenile_failed_candidates,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC5585,direct_sparc_m36_m39,clean_juvenile_failed_candidates,outer_curve_quality_flag,missing,Outer endpoint reliability determines whether A_inferred is physical or a bad target label.,Outer rotation-curve endpoint quality audit from H I/optical velocity data.
UGC07603,direct_sparc_m36_m39,clean_juvenile_failed_candidates,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC07603,direct_sparc_m36_m39,clean_juvenile_failed_candidates,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
UGC07603,direct_sparc_m36_m39,clean_juvenile_failed_candidates,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
UGC07603,direct_sparc_m36_m39,clean_juvenile_failed_candidates,outer_curve_quality_flag,missing,Outer endpoint reliability determines whether A_inferred is physical or a bad target label.,Outer rotation-curve endpoint quality audit from H I/optical velocity data.
UGC06667,direct_sparc_m36_m39,measurement_contaminated_candidates,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC06667,direct_sparc_m36_m39,measurement_contaminated_candidates,inclination_reaudit,available_but_incomplete,Inclination extremes can invert inferred activation targets.,Inclination reaudit from resolved H I/stellar geometry.
UGC06667,direct_sparc_m36_m39,measurement_contaminated_candidates,outer_curve_quality_flag,missing,Outer endpoint reliability determines whether A_inferred is physical or a bad target label.,Outer rotation-curve endpoint quality audit from H I/optical velocity data.
UGC01281,direct_sparc_m36_m39,measurement_contaminated_candidates,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC01281,direct_sparc_m36_m39,measurement_contaminated_candidates,inclination_reaudit,available_but_incomplete,Inclination extremes can invert inferred activation targets.,Inclination reaudit from resolved H I/stellar geometry.
UGC01281,direct_sparc_m36_m39,measurement_contaminated_candidates,outer_curve_quality_flag,missing,Outer endpoint reliability determines whether A_inferred is physical or a bad target label.,Outer rotation-curve endpoint quality audit from H I/optical velocity data.
UGC05005,direct_sparc_m36_m39,clean_juvenile_failed_candidates,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC05005,direct_sparc_m36_m39,clean_juvenile_failed_candidates,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
UGC05005,direct_sparc_m36_m39,clean_juvenile_failed_candidates,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
UGC05005,direct_sparc_m36_m39,clean_juvenile_failed_candidates,outer_curve_quality_flag,missing,Outer endpoint reliability determines whether A_inferred is physical or a bad target label.,Outer rotation-curve endpoint quality audit from H I/optical velocity data.
UGC07524,direct_sparc_m36_m39,clean_juvenile_failed_candidates,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC07524,direct_sparc_m36_m39,clean_juvenile_failed_candidates,outer_curve_quality_flag,missing,Outer endpoint reliability determines whether A_inferred is physical or a bad target label.,Outer rotation-curve endpoint quality audit from H I/optical velocity data.
UGC04278,direct_sparc_m36_m39,measurement_contaminated_candidates,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC04278,direct_sparc_m36_m39,measurement_contaminated_candidates,inclination_reaudit,available_but_incomplete,Inclination extremes can invert inferred activation targets.,Inclination reaudit from resolved H I/stellar geometry.
UGC04278,direct_sparc_m36_m39,measurement_contaminated_candidates,outer_curve_quality_flag,missing,Outer endpoint reliability determines whether A_inferred is physical or a bad target label.,Outer rotation-curve endpoint quality audit from H I/optical velocity data.
UGC04499,direct_sparc_m36_m39,clean_juvenile_failed_candidates,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC04499,direct_sparc_m36_m39,clean_juvenile_failed_candidates,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
UGC04499,direct_sparc_m36_m39,clean_juvenile_failed_candidates,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
UGC04499,direct_sparc_m36_m39,clean_juvenile_failed_candidates,outer_curve_quality_flag,missing,Outer endpoint reliability determines whether A_inferred is physical or a bad target label.,Outer rotation-curve endpoint quality audit from H I/optical velocity data.
UGC00128,direct_sparc_m36_m39,clean_juvenile_failed_candidates,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC00128,direct_sparc_m36_m39,clean_juvenile_failed_candidates,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
UGC00128,direct_sparc_m36_m39,clean_juvenile_failed_candidates,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
UGC00128,direct_sparc_m36_m39,clean_juvenile_failed_candidates,outer_curve_quality_flag,missing,Outer endpoint reliability determines whether A_inferred is physical or a bad target label.,Outer rotation-curve endpoint quality audit from H I/optical velocity data.
F563-V2,direct_sparc_m36_m39,measurement_contaminated_candidates,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
F563-V2,direct_sparc_m36_m39,measurement_contaminated_candidates,inclination_reaudit,available_but_incomplete,Inclination extremes can invert inferred activation targets.,Inclination reaudit from resolved H I/stellar geometry.
F563-V2,direct_sparc_m36_m39,measurement_contaminated_candidates,outer_curve_quality_flag,missing,Outer endpoint reliability determines whether A_inferred is physical or a bad target label.,Outer rotation-curve endpoint quality audit from H I/optical velocity data.
F568-V1,direct_sparc_m36_m39,measurement_contaminated_candidates,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
F568-V1,direct_sparc_m36_m39,measurement_contaminated_candidates,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
F568-V1,direct_sparc_m36_m39,measurement_contaminated_candidates,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
F568-V1,direct_sparc_m36_m39,measurement_contaminated_candidates,outer_curve_quality_flag,missing,Outer endpoint reliability determines whether A_inferred is physical or a bad target label.,Outer rotation-curve endpoint quality audit from H I/optical velocity data.
UGC07399,direct_sparc_m36_m39,clean_juvenile_failed_candidates,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC07399,direct_sparc_m36_m39,clean_juvenile_failed_candidates,outer_curve_quality_flag,missing,Outer endpoint reliability determines whether A_inferred is physical or a bad target label.,Outer rotation-curve endpoint quality audit from H I/optical velocity data.
UGC06614,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC06614,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
UGC06614,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC4157,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC4157,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC4157,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC2841,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC2841,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC2841,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC4100,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC4100,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC4100,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC2403,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC2403,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC2403,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC2998,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC2998,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC2998,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
ESO563-G021,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
ESO563-G021,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
ESO563-G021,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC3893,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC3893,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC3893,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC6674,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC6674,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC6674,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC5907,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC5907,direct_sparc_m36_m39,mature_controls,inclination_reaudit,available_but_incomplete,Inclination extremes can invert inferred activation targets.,Inclination reaudit from resolved H I/stellar geometry.
UGC03205,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC03205,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
UGC03205,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC6503,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC6503,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC6503,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC5033,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC5033,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC5033,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC4183,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC4183,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC4183,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
UGC07151,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC07151,direct_sparc_m36_m39,mature_controls,inclination_reaudit,available_but_incomplete,Inclination extremes can invert inferred activation targets.,Inclination reaudit from resolved H I/stellar geometry.
UGC07151,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
UGC07151,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
UGC08286,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC08286,direct_sparc_m36_m39,mature_controls,inclination_reaudit,available_but_incomplete,Inclination extremes can invert inferred activation targets.,Inclination reaudit from resolved H I/stellar geometry.
UGC08286,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
UGC08286,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
UGC11455,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC11455,direct_sparc_m36_m39,mature_controls,inclination_reaudit,available_but_incomplete,Inclination extremes can invert inferred activation targets.,Inclination reaudit from resolved H I/stellar geometry.
UGC11455,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
UGC11455,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC3521,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC3521,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC3521,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC3992,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC3992,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC3992,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC0891,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC0891,direct_sparc_m36_m39,mature_controls,inclination_reaudit,available_but_incomplete,Inclination extremes can invert inferred activation targets.,Inclination reaudit from resolved H I/stellar geometry.
NGC0891,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC0891,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC4217,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC4217,direct_sparc_m36_m39,mature_controls,inclination_reaudit,available_but_incomplete,Inclination extremes can invert inferred activation targets.,Inclination reaudit from resolved H I/stellar geometry.
NGC4217,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC4217,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC7331,direct_sparc_m36_m39,measurement_contaminated_candidates,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC7331,direct_sparc_m36_m39,measurement_contaminated_candidates,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC7331,direct_sparc_m36_m39,measurement_contaminated_candidates,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC7331,direct_sparc_m36_m39,measurement_contaminated_candidates,outer_curve_quality_flag,missing,Outer endpoint reliability determines whether A_inferred is physical or a bad target label.,Outer rotation-curve endpoint quality audit from H I/optical velocity data.
F571-8,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
F571-8,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
F571-8,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
IC4202,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
IC4202,direct_sparc_m36_m39,mature_controls,inclination_reaudit,available_but_incomplete,Inclination extremes can invert inferred activation targets.,Inclination reaudit from resolved H I/stellar geometry.
IC4202,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
IC4202,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
UGC02885,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC02885,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
UGC02885,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
ESO116-G012,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
ESO116-G012,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
ESO116-G012,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
F579-V1,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
F579-V1,direct_sparc_m36_m39,mature_controls,inclination_reaudit,available_but_incomplete,Inclination extremes can invert inferred activation targets.,Inclination reaudit from resolved H I/stellar geometry.
F579-V1,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
F579-V1,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC2903,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC2903,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC2903,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC3917,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC3917,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC3917,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
F574-1,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC06786,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC06786,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
