object_name,label_family,status,priority_rank,priority_bin,priority_reason,query_string,recommended_source_type,target_role
UGC05005,H I asymmetry,missing_context_available,19,minimum_25_pool,missing_context_available;object_rank=19;primary_non_mature,"""UGC05005"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
UGC05005,SFE/depletion,missing_context_available,19,minimum_25_pool,missing_context_available;object_rank=19;primary_non_mature,"""UGC05005"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
UGC05005,Vrot/sigma,missing_context_available,19,minimum_25_pool,missing_context_available;object_rank=19;primary_non_mature,"""UGC05005"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
UGC05005,burstiness,missing_high_priority,19,minimum_25_pool,missing_high_priority;object_rank=19;primary_non_mature,"""UGC05005"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
UGC05005,centroid offset,missing_high_priority,19,minimum_25_pool,missing_high_priority;object_rank=19;primary_non_mature,"""UGC05005"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
UGC05005,external morphology,missing_high_priority,19,minimum_25_pool,missing_high_priority;object_rank=19;primary_non_mature,"""UGC05005"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
UGC05005,lopsidedness,missing_high_priority,19,minimum_25_pool,missing_high_priority;object_rank=19;primary_non_mature,"""UGC05005"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
UGC05005,warp / PA twist,missing_high_priority,19,minimum_25_pool,missing_high_priority;object_rank=19;primary_non_mature,"""UGC05005"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
UGC05721,A/R mismatch,missing_context_available,20,minimum_25_pool,missing_context_available;object_rank=20;primary_non_mature,"""UGC05721"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
UGC05721,H I asymmetry,missing_context_available,20,minimum_25_pool,missing_context_available;object_rank=20;primary_non_mature,"""UGC05721"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
UGC05721,SFE/depletion,missing_context_available,20,minimum_25_pool,missing_context_available;object_rank=20;primary_non_mature,"""UGC05721"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
UGC05721,Vrot/sigma,missing_context_available,20,minimum_25_pool,missing_context_available;object_rank=20;primary_non_mature,"""UGC05721"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
UGC05721,burstiness,missing_high_priority,20,minimum_25_pool,missing_high_priority;object_rank=20;primary_non_mature,"""UGC05721"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
UGC05721,centroid offset,missing_high_priority,20,minimum_25_pool,missing_high_priority;object_rank=20;primary_non_mature,"""UGC05721"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
UGC05721,external morphology,missing_high_priority,20,minimum_25_pool,missing_high_priority;object_rank=20;primary_non_mature,"""UGC05721"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
UGC05721,lopsidedness,missing_high_priority,20,minimum_25_pool,missing_high_priority;object_rank=20;primary_non_mature,"""UGC05721"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
UGC05721,warp / PA twist,missing_high_priority,20,minimum_25_pool,missing_high_priority;object_rank=20;primary_non_mature,"""UGC05721"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
UGC06446,A/R mismatch,missing_context_available,21,minimum_25_pool,missing_context_available;object_rank=21;primary_non_mature,"""UGC06446"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
UGC06446,H I asymmetry,missing_context_available,21,minimum_25_pool,missing_context_available;object_rank=21;primary_non_mature,"""UGC06446"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
UGC06446,SFE/depletion,missing_context_available,21,minimum_25_pool,missing_context_available;object_rank=21;primary_non_mature,"""UGC06446"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
UGC06446,Vrot/sigma,missing_context_available,21,minimum_25_pool,missing_context_available;object_rank=21;primary_non_mature,"""UGC06446"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
UGC06446,burstiness,missing_high_priority,21,minimum_25_pool,missing_high_priority;object_rank=21;primary_non_mature,"""UGC06446"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
UGC06446,centroid offset,missing_high_priority,21,minimum_25_pool,missing_high_priority;object_rank=21;primary_non_mature,"""UGC06446"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
UGC06446,external morphology,missing_high_priority,21,minimum_25_pool,missing_high_priority;object_rank=21;primary_non_mature,"""UGC06446"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
UGC06446,lopsidedness,missing_high_priority,21,minimum_25_pool,missing_high_priority;object_rank=21;primary_non_mature,"""UGC06446"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
UGC06446,warp / PA twist,missing_high_priority,21,minimum_25_pool,missing_high_priority;object_rank=21;primary_non_mature,"""UGC06446"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
UGC06667,A/R mismatch,missing_context_available,22,minimum_25_pool,missing_context_available;object_rank=22;primary_non_mature,"""UGC06667"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
UGC06667,H I asymmetry,missing_context_available,22,minimum_25_pool,missing_context_available;object_rank=22;primary_non_mature,"""UGC06667"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
UGC06667,SFE/depletion,missing_context_available,22,minimum_25_pool,missing_context_available;object_rank=22;primary_non_mature,"""UGC06667"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
UGC06667,Vrot/sigma,missing_context_available,22,minimum_25_pool,missing_context_available;object_rank=22;primary_non_mature,"""UGC06667"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
UGC06667,burstiness,missing_high_priority,22,minimum_25_pool,missing_high_priority;object_rank=22;primary_non_mature,"""UGC06667"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
UGC06667,centroid offset,missing_high_priority,22,minimum_25_pool,missing_high_priority;object_rank=22;primary_non_mature,"""UGC06667"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
UGC06667,external morphology,missing_high_priority,22,minimum_25_pool,missing_high_priority;object_rank=22;primary_non_mature,"""UGC06667"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
UGC06667,lopsidedness,missing_high_priority,22,minimum_25_pool,missing_high_priority;object_rank=22;primary_non_mature,"""UGC06667"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
UGC06667,warp / PA twist,missing_high_priority,22,minimum_25_pool,missing_high_priority;object_rank=22;primary_non_mature,"""UGC06667"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
UGC07399,A/R mismatch,missing_context_available,23,minimum_25_pool,missing_context_available;object_rank=23;primary_non_mature,"""UGC07399"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
UGC07399,H I asymmetry,missing_context_available,23,minimum_25_pool,missing_context_available;object_rank=23;primary_non_mature,"""UGC07399"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
UGC07399,SFE/depletion,missing_context_available,23,minimum_25_pool,missing_context_available;object_rank=23;primary_non_mature,"""UGC07399"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
UGC07399,Vrot/sigma,missing_context_available,23,minimum_25_pool,missing_context_available;object_rank=23;primary_non_mature,"""UGC07399"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
UGC07399,burstiness,missing_high_priority,23,minimum_25_pool,missing_high_priority;object_rank=23;primary_non_mature,"""UGC07399"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
UGC07399,centroid offset,missing_high_priority,23,minimum_25_pool,missing_high_priority;object_rank=23;primary_non_mature,"""UGC07399"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
UGC07399,external morphology,missing_high_priority,23,minimum_25_pool,missing_high_priority;object_rank=23;primary_non_mature,"""UGC07399"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
UGC07399,lopsidedness,missing_high_priority,23,minimum_25_pool,missing_high_priority;object_rank=23;primary_non_mature,"""UGC07399"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
UGC07399,warp / PA twist,missing_high_priority,23,minimum_25_pool,missing_high_priority;object_rank=23;primary_non_mature,"""UGC07399"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
UGC07524,A/R mismatch,missing_context_available,24,minimum_25_pool,missing_context_available;object_rank=24;primary_non_mature,"""UGC07524"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
UGC07524,H I asymmetry,missing_context_available,24,minimum_25_pool,missing_context_available;object_rank=24;primary_non_mature,"""UGC07524"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
UGC07524,SFE/depletion,missing_context_available,24,minimum_25_pool,missing_context_available;object_rank=24;primary_non_mature,"""UGC07524"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
UGC07524,Vrot/sigma,missing_context_available,24,minimum_25_pool,missing_context_available;object_rank=24;primary_non_mature,"""UGC07524"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
UGC07524,burstiness,missing_high_priority,24,minimum_25_pool,missing_high_priority;object_rank=24;primary_non_mature,"""UGC07524"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
UGC07524,centroid offset,missing_high_priority,24,minimum_25_pool,missing_high_priority;object_rank=24;primary_non_mature,"""UGC07524"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
UGC07524,external morphology,missing_high_priority,24,minimum_25_pool,missing_high_priority;object_rank=24;primary_non_mature,"""UGC07524"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
UGC07524,lopsidedness,missing_high_priority,24,minimum_25_pool,missing_high_priority;object_rank=24;primary_non_mature,"""UGC07524"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
UGC07524,warp / PA twist,missing_high_priority,24,minimum_25_pool,missing_high_priority;object_rank=24;primary_non_mature,"""UGC07524"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
UGC07603,A/R mismatch,missing_context_available,25,minimum_25_pool,missing_context_available;object_rank=25;primary_non_mature,"""UGC07603"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
UGC07603,H I asymmetry,missing_context_available,25,minimum_25_pool,missing_context_available;object_rank=25;primary_non_mature,"""UGC07603"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
UGC07603,SFE/depletion,missing_context_available,25,minimum_25_pool,missing_context_available;object_rank=25;primary_non_mature,"""UGC07603"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
UGC07603,Vrot/sigma,missing_context_available,25,minimum_25_pool,missing_context_available;object_rank=25;primary_non_mature,"""UGC07603"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
UGC07603,burstiness,missing_high_priority,25,minimum_25_pool,missing_high_priority;object_rank=25;primary_non_mature,"""UGC07603"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
UGC07603,centroid offset,missing_high_priority,25,minimum_25_pool,missing_high_priority;object_rank=25;primary_non_mature,"""UGC07603"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
UGC07603,external morphology,missing_high_priority,25,minimum_25_pool,missing_high_priority;object_rank=25;primary_non_mature,"""UGC07603"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
UGC07603,lopsidedness,missing_high_priority,25,minimum_25_pool,missing_high_priority;object_rank=25;primary_non_mature,"""UGC07603"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
UGC07603,warp / PA twist,missing_high_priority,25,minimum_25_pool,missing_high_priority;object_rank=25;primary_non_mature,"""UGC07603"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
UGC08490,A/R mismatch,missing_context_available,26,preferred_50_pool,missing_context_available;object_rank=26;primary_non_mature,"""UGC08490"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
UGC08490,H I asymmetry,missing_context_available,26,preferred_50_pool,missing_context_available;object_rank=26;primary_non_mature,"""UGC08490"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
UGC08490,SFE/depletion,missing_context_available,26,preferred_50_pool,missing_context_available;object_rank=26;primary_non_mature,"""UGC08490"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
UGC08490,Vrot/sigma,missing_context_available,26,preferred_50_pool,missing_context_available;object_rank=26;primary_non_mature,"""UGC08490"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
UGC08490,burstiness,missing_high_priority,26,preferred_50_pool,missing_high_priority;object_rank=26;primary_non_mature,"""UGC08490"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
UGC08490,centroid offset,missing_high_priority,26,preferred_50_pool,missing_high_priority;object_rank=26;primary_non_mature,"""UGC08490"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
UGC08490,external morphology,missing_high_priority,26,preferred_50_pool,missing_high_priority;object_rank=26;primary_non_mature,"""UGC08490"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
UGC08490,lopsidedness,missing_high_priority,26,preferred_50_pool,missing_high_priority;object_rank=26;primary_non_mature,"""UGC08490"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
UGC08490,warp / PA twist,missing_high_priority,26,preferred_50_pool,missing_high_priority;object_rank=26;primary_non_mature,"""UGC08490"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
UGC08550,A/R mismatch,missing_context_available,27,preferred_50_pool,missing_context_available;object_rank=27;primary_non_mature,"""UGC08550"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
UGC08550,H I asymmetry,missing_context_available,27,preferred_50_pool,missing_context_available;object_rank=27;primary_non_mature,"""UGC08550"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
UGC08550,SFE/depletion,missing_context_available,27,preferred_50_pool,missing_context_available;object_rank=27;primary_non_mature,"""UGC08550"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
UGC08550,Vrot/sigma,missing_context_available,27,preferred_50_pool,missing_context_available;object_rank=27;primary_non_mature,"""UGC08550"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
UGC08550,burstiness,missing_high_priority,27,preferred_50_pool,missing_high_priority;object_rank=27;primary_non_mature,"""UGC08550"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
UGC08550,centroid offset,missing_high_priority,27,preferred_50_pool,missing_high_priority;object_rank=27;primary_non_mature,"""UGC08550"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
UGC08550,external morphology,missing_high_priority,27,preferred_50_pool,missing_high_priority;object_rank=27;primary_non_mature,"""UGC08550"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
UGC08550,lopsidedness,missing_high_priority,27,preferred_50_pool,missing_high_priority;object_rank=27;primary_non_mature,"""UGC08550"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
UGC08550,warp / PA twist,missing_high_priority,27,preferred_50_pool,missing_high_priority;object_rank=27;primary_non_mature,"""UGC08550"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
UGC10310,A/R mismatch,missing_context_available,28,preferred_50_pool,missing_context_available;object_rank=28;primary_non_mature,"""UGC10310"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
UGC10310,H I asymmetry,missing_context_available,28,preferred_50_pool,missing_context_available;object_rank=28;primary_non_mature,"""UGC10310"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
UGC10310,SFE/depletion,missing_context_available,28,preferred_50_pool,missing_context_available;object_rank=28;primary_non_mature,"""UGC10310"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
UGC10310,Vrot/sigma,missing_context_available,28,preferred_50_pool,missing_context_available;object_rank=28;primary_non_mature,"""UGC10310"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
UGC10310,burstiness,missing_high_priority,28,preferred_50_pool,missing_high_priority;object_rank=28;primary_non_mature,"""UGC10310"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
UGC10310,centroid offset,missing_high_priority,28,preferred_50_pool,missing_high_priority;object_rank=28;primary_non_mature,"""UGC10310"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
UGC10310,external morphology,missing_high_priority,28,preferred_50_pool,missing_high_priority;object_rank=28;primary_non_mature,"""UGC10310"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
UGC10310,lopsidedness,missing_high_priority,28,preferred_50_pool,missing_high_priority;object_rank=28;primary_non_mature,"""UGC10310"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
UGC10310,warp / PA twist,missing_high_priority,28,preferred_50_pool,missing_high_priority;object_rank=28;primary_non_mature,"""UGC10310"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
UGC12632,A/R mismatch,missing_context_available,29,preferred_50_pool,missing_context_available;object_rank=29;primary_non_mature,"""UGC12632"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
UGC12632,H I asymmetry,missing_context_available,29,preferred_50_pool,missing_context_available;object_rank=29;primary_non_mature,"""UGC12632"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
UGC12632,SFE/depletion,missing_context_available,29,preferred_50_pool,missing_context_available;object_rank=29;primary_non_mature,"""UGC12632"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
UGC12632,Vrot/sigma,missing_context_available,29,preferred_50_pool,missing_context_available;object_rank=29;primary_non_mature,"""UGC12632"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
UGC12632,burstiness,missing_high_priority,29,preferred_50_pool,missing_high_priority;object_rank=29;primary_non_mature,"""UGC12632"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
UGC12632,centroid offset,missing_high_priority,29,preferred_50_pool,missing_high_priority;object_rank=29;primary_non_mature,"""UGC12632"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
UGC12632,external morphology,missing_high_priority,29,preferred_50_pool,missing_high_priority;object_rank=29;primary_non_mature,"""UGC12632"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
UGC12632,lopsidedness,missing_high_priority,29,preferred_50_pool,missing_high_priority;object_rank=29;primary_non_mature,"""UGC12632"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
UGC12632,warp / PA twist,missing_high_priority,29,preferred_50_pool,missing_high_priority;object_rank=29;primary_non_mature,"""UGC12632"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
UGCA442,A/R mismatch,missing_context_available,30,preferred_50_pool,missing_context_available;object_rank=30;primary_non_mature,"""UGCA442"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
UGCA442,H I asymmetry,missing_context_available,30,preferred_50_pool,missing_context_available;object_rank=30;primary_non_mature,"""UGCA442"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
UGCA442,SFE/depletion,missing_context_available,30,preferred_50_pool,missing_context_available;object_rank=30;primary_non_mature,"""UGCA442"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
UGCA442,Vrot/sigma,missing_context_available,30,preferred_50_pool,missing_context_available;object_rank=30;primary_non_mature,"""UGCA442"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
UGCA442,burstiness,missing_high_priority,30,preferred_50_pool,missing_high_priority;object_rank=30;primary_non_mature,"""UGCA442"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
UGCA442,centroid offset,missing_high_priority,30,preferred_50_pool,missing_high_priority;object_rank=30;primary_non_mature,"""UGCA442"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
UGCA442,external morphology,missing_high_priority,30,preferred_50_pool,missing_high_priority;object_rank=30;primary_non_mature,"""UGCA442"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
UGCA442,lopsidedness,missing_high_priority,30,preferred_50_pool,missing_high_priority;object_rank=30;primary_non_mature,"""UGCA442"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
UGCA442,warp / PA twist,missing_high_priority,30,preferred_50_pool,missing_high_priority;object_rank=30;primary_non_mature,"""UGCA442"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
ESO079-G014,A/R mismatch,missing_context_available,31,preferred_50_pool,missing_context_available;object_rank=31,"""ESO079-G014"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,mature_control_acquisition
ESO079-G014,H I asymmetry,missing_context_available,31,preferred_50_pool,missing_context_available;object_rank=31,"""ESO079-G014"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,mature_control_acquisition
ESO079-G014,SFE/depletion,missing_context_available,31,preferred_50_pool,missing_context_available;object_rank=31,"""ESO079-G014"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,mature_control_acquisition
ESO079-G014,Vrot/sigma,missing_context_available,31,preferred_50_pool,missing_context_available;object_rank=31,"""ESO079-G014"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,mature_control_acquisition
ESO079-G014,burstiness,missing_priority,31,preferred_50_pool,missing_priority;object_rank=31,"""ESO079-G014"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",mature_control_acquisition
