object_name,label_family,decision,evidence_class,reason,tier_after_decision
UGC05721,H I asymmetry,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC05721,SFE/depletion,not_promoted,rotation_curve_context_only,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement.",unpromoted_not_tier_a_map_level_dynamical_label
UGC05721,Vrot/sigma,not_promoted,rotation_curve_context_only,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.,unpromoted_not_tier_a_map_level_dynamical_label
UGC05721,burstiness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC05721,centroid offset,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct centroid offset map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC05721,lopsidedness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct lopsidedness map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC05721,warp / PA twist,not_promoted,rotation_curve_context_only,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.,unpromoted_not_tier_a_map_level_dynamical_label
UGC06446,A/R mismatch,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.,unpromoted_not_tier_a_map_level_dynamical_label
UGC06446,H I asymmetry,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC06446,SFE/depletion,not_promoted,rotation_curve_context_only,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement.",unpromoted_not_tier_a_map_level_dynamical_label
UGC06446,Vrot/sigma,not_promoted,rotation_curve_context_only,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.,unpromoted_not_tier_a_map_level_dynamical_label
UGC06446,burstiness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC06446,centroid offset,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct centroid offset map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC06446,lopsidedness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct lopsidedness map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC06446,warp / PA twist,not_promoted,rotation_curve_context_only,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.,unpromoted_not_tier_a_map_level_dynamical_label
UGC06667,A/R mismatch,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.,unpromoted_not_tier_a_map_level_dynamical_label
UGC06667,H I asymmetry,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC06667,SFE/depletion,not_promoted,rotation_curve_context_only,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement.",unpromoted_not_tier_a_map_level_dynamical_label
UGC06667,Vrot/sigma,not_promoted,rotation_curve_context_only,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.,unpromoted_not_tier_a_map_level_dynamical_label
UGC06667,burstiness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC06667,centroid offset,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct centroid offset map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC06667,lopsidedness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct lopsidedness map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC06667,warp / PA twist,not_promoted,rotation_curve_context_only,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07399,A/R mismatch,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07399,H I asymmetry,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07399,SFE/depletion,not_promoted,rotation_curve_context_only,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement.",unpromoted_not_tier_a_map_level_dynamical_label
UGC07399,Vrot/sigma,not_promoted,rotation_curve_context_only,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07399,burstiness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07399,centroid offset,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct centroid offset map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07399,lopsidedness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct lopsidedness map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07399,warp / PA twist,not_promoted,rotation_curve_context_only,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07524,A/R mismatch,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07524,H I asymmetry,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07524,SFE/depletion,not_promoted,rotation_curve_context_only,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement.",unpromoted_not_tier_a_map_level_dynamical_label
UGC07524,Vrot/sigma,not_promoted,rotation_curve_context_only,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07524,burstiness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07524,centroid offset,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct centroid offset map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07524,lopsidedness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct lopsidedness map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07524,warp / PA twist,not_promoted,rotation_curve_context_only,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07603,A/R mismatch,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07603,H I asymmetry,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07603,SFE/depletion,not_promoted,rotation_curve_context_only,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement.",unpromoted_not_tier_a_map_level_dynamical_label
UGC07603,Vrot/sigma,not_promoted,rotation_curve_context_only,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07603,burstiness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07603,centroid offset,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct centroid offset map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07603,lopsidedness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct lopsidedness map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC07603,warp / PA twist,not_promoted,rotation_curve_context_only,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.,unpromoted_not_tier_a_map_level_dynamical_label
