candidate_name,dataset,analog_tier,analog_score,data_completeness,missing_required_fields,followup_priority,predicted_followup_signature,recommended_next_action,galaxy_id,sdss_id,stellar_mass_msun,hi_mass_msun,h2_mass_msun,sfr_msun_yr,f_star,f_gas,molecular_to_atomic_ratio,depletion_time_hi_yr,depletion_time_h2_yr,external_maturity_class,m9_threshold_proxy_activation,btfr_offset_dex,high_atomic_gas_score,low_molecular_fraction_score,long_depletion_time_score,low_stellar_fraction_proxy
GASS124000,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.48398083972817163,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS124000,J002343.86+141824.2,1975974064.1366284,2511884225.153631,271321741.9547646,0.2190095484256744,0.3480274832598733,0.6519725167401266,0.1080152258761727,15254156923.610588,1647681205.6543818,gas-rich,1.0,0.03146325011555,0.45559537931432714,0.6399492470794244,0.40272153142462724,0.41995419456687777
GASS114123,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.4823209096387867,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS114123,J140829.15+070328.4,11459323893.825975,19498444284.90234,2949299820.5023694,2.594348907470703,0.2773659163482634,0.7226340836517366,0.151258212060847,9995930317.716127,1511966547.742556,gas-rich,1.0,0.0370708576061904,0.5501109022664382,0.4958059597971767,0.2914295467283014,0.5377234727528943
GASS111083,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.48016314149819356,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS111083,J112217.91+124321.1,1428237544.404461,1778279410.0389228,191359352.7573959,0.1534966975450515,0.3528379360981562,0.6471620639018437,0.1076092720171614,15408224757.784147,1658067849.2619565,gas-rich,1.0,0.0367852705797862,0.4467004971725387,0.6413024266094619,0.4055250310074581,0.4119367731697396
GASS109101,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.4790074469204745,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS109101,J090404.86+220341.6,946149990.406137,1037527923.6998163,49073379.3974673,0.1375255435705185,0.3956585246685402,0.6043414753314598,0.0472983697850483,10033860639.22869,474585250.8858798,gas-rich,1.0,-0.2047105330099974,0.42081147557569654,0.8423387673831723,0.26512456756350505,0.340569125552433
GASS109072,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.4767696429849113,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS109072,J094031.83+285809.5,3493974529.221748,4178306455.729463,295003180.54545087,0.5779459476470947,0.3699881697589852,0.6300118302410147,0.0706035288869083,9615341380.52905,678877032.9176682,gas-rich,1.0,-0.102335052724463,0.44886592945288706,0.7646549037103056,0.25916115834243075,0.3833530504016913
GASS38716,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.4733815972082027,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS38716,J145008.03+090445.8,11549197696.004065,12274385195.85218,1049095957.9524194,0.8798848986625671,0.3945822870804613,0.6054177129195386,0.0854703466782951,18553486183.587696,1585772896.2021997,gas-rich,1.0,0.065717694139666,0.38697733927012057,0.7150988444056829,0.4534612319453011,0.34236285486589785
GASS16841,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.4699524566684664,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS16841,J093136.49+065708.6,9377384734.2951,11220189470.737862,1109818209.5726686,1.127863883972168,0.3637987830605411,0.6362012169394589,0.0989126086031847,13231075316.930355,1308720174.2227907,gas-rich,1.0,-0.0010095528234099,0.43376667786117473,0.670291304656051,0.3591377713661146,0.39366869489909817
GASS114125,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.4657828166499206,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS114125,J142456.60+250129.2,6390095525.44949,5754402406.055371,385158136.9254105,0.3090588450431824,0.4390095066154117,0.5609904933845883,0.066932777679939,24763423933.01929,1657484748.7028625,gas-rich,1.0,-0.107337806619121,0.3185251972804213,0.7768907410668701,0.5320640727009641,0.2683174889743138
GASS111071,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.4504358948842534,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS111071,J113955.50+132802.0,1020020511.0551944,977236705.9324806,86395621.37386803,0.0646892040967941,0.4189595547392786,0.5810404452607214,0.0884080805084262,20091835060.227795,1776280571.5666404,gas-rich,1.0,-0.2028017018863739,0.33800338323241963,0.705306398305246,0.47730648044843943,0.3017340754345357
GASS112109,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.4495826385823687,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS112109,J123835.92+012408.2,7797359192.776274,6918312139.914402,523500861.91499805,0.4061157703399658,0.4406539812707696,0.5593460187292304,0.0756688699971659,22656975715.03701,1714427749.9100826,gas-rich,1.0,-0.07852776603481,0.30796429774096645,0.7477704333427803,0.5086859323046262,0.2655766978820506
GASS56312,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.4465150420532924,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS56312,J080456.34+102621.0,12653769892.671083,12882485332.93805,1149461482.2644866,1.1610671281814575,0.4040639026927614,0.5959360973072385,0.0892266866646867,14756860371.754374,1316705756.5450609,gas-rich,1.0,-0.4584834567217566,0.3654966717934972,0.7025777111177111,0.3881737335519719,0.326560162178731
GASS44856,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.44311774622640293,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS44856,J135411.14+243322.5,12038753070.646246,1710014534.0399735,14122504.77576308,0.0112335346639156,0.8399996226265605,0.1600003773734395,0.0082587045283165,202458032873.548,1672041072.886835,transition,1.0,-0.3923041850298521,0.0,0.9724709849056117,1.0,0.0
GASS108044,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.44178788711642303,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS108044,J081702.26+153746.3,996472498.723446,909912505.3647268,72999631.63233724,0.0645240843296051,0.4325444966751529,0.5674555033248471,0.0802270890903694,18755533607.469223,1504701865.6638522,gas-rich,1.0,-0.637037558346055,0.31938927780300985,0.7325763696987686,0.45519523176197535,0.27909250554141185
GASS109059,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.4411823409093508,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS109059,J092931.15+235336.8,1164167134.1166365,1445439262.8956645,198029958.9555416,0.1529904454946518,0.3475145276642257,0.6524854723357744,0.1370033069108874,12565714240.752625,1721544404.68034,gas-rich,1.0,0.1436004988589019,0.42964848693690294,0.5433223102970419,0.35406484397624755,0.42080912055962383
GASS110049,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.44102272756255384,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS110049,J104339.02+045813.7,5369482347.510036,6606929837.429656,857742774.7608874,0.7569859027862549,0.351003982872846,0.6489960171271539,0.1298247137273341,11608164235.87036,1507026598.8217485,gas-rich,1.0,-0.0603151983675385,0.42958548625530935,0.5672509542422197,0.3292819821846133,0.41499336187859
GASS56509,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.44071327259706505,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS56509,J085045.27+114839.0,32352067439.85517,3775718990.763747,42076887.620769486,0.0338477715849876,0.864341321458035,0.1356586785419649,0.011144072883522,148361502768.56177,1653351399.9617095,stellar-dominated,1.0,-0.3610515608926139,0.0,0.9628530903882601,1.0,0.0
GASS110059,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.4360611484151068,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS110059,J103913.14+310650.4,3126802061.974709,2666856462.5918107,139470581.8156314,0.2349542379379272,0.4558540789461165,0.5441459210538834,0.0522977459687071,15096212464.080656,789497884.5361203,gas-rich,1.0,-0.4038001679024994,0.29897132348700306,0.8256741801043097,0.3847699990864193,0.24024320175647246
GASS101037,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.43590291695142236,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS101037,J013737.13+000224.6,1831376051.4766235,2187762392.612301,246087434.8885808,0.3188238143920898,0.3613324481963323,0.6386675518036676,0.1124836205794449,9126432376.836126,1026574156.7199972,gas-rich,1.0,-0.1798463031863768,0.4258600386888626,0.625054598068517,0.255162016459843,0.3977792530061128
GASS109088,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.4273667920116315,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS109088,J095853.33+152247.8,3183746581.392786,2884031756.4502845,189175965.5032435,0.3144958913326263,0.4378623528991379,0.5621376471008621,0.0655942726983299,12196541645.82388,800023278.6927098,gas-rich,1.0,-0.1599176494694116,0.32186441409932,0.7813524243389003,0.326651293125952,0.2702294118347702
GASS108129,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.4259367800944497,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS108129,J081214.82+350925.3,2857900234.131773,3069025277.1787863,326380592.94982153,0.3796459436416626,0.3875754826330902,0.6124245173669097,0.1063466617159465,10751606034.543827,1143397409.8587625,gas-rich,1.0,-0.1082114174369941,0.3815688616579501,0.6455111276135116,0.30100862077576335,0.35404086227818293
GASS113067,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.4225237395460394,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS113067,J135804.70+151853.3,7329725378.310297,8511386362.914988,775981862.1138146,1.937383890151977,0.3724089658158702,0.6275910341841298,0.0911698551830345,5843005054.506224,532705924.6530714,gas-rich,1.0,0.088915059950386,0.42441336205805313,0.6961004827232183,0.12045132041769809,0.379318390306883
GASS9615,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.4145742099582588,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS9615,J143001.87+032352.1,16574961564.957386,2460366437.1514764,42751508.58241565,0.0359396860003471,0.832740718878785,0.167259281121215,0.0173760737168532,91049414326.54308,1582081335.214327,transition,1.0,-0.5667529915903557,0.0,0.9420797542771561,0.8952713569448486,0.0
GASS24149,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.4111549763971061,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS24149,J121356.24+134035.2,24999569813.81441,13182563911.826834,396082941.812194,0.3190938830375671,0.5805864288333743,0.4194135711666256,0.0300459716684434,54945616117.20255,1650894425.162637,transition,1.0,-1.1430704203406297,0.08342007747332303,0.8998467611051886,0.7526253430813531,0.03235595194437613
GASS112044,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.4079950307298743,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS112044,J123106.49+043517.7,2179377297.0375133,2041739917.404129,220112514.00317025,0.1923043727874755,0.4201095033550445,0.5798904966449555,0.107806343073814,14120917017.04845,1522324424.4567838,gas-rich,1.0,-0.0425281558774326,0.3194480097831309,0.6406455230872867,0.38031673826152473,0.29981749440825917
GASS113022,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.40746930636513035,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS113022,J131056.52+112838.5,4397881861.552439,5011870135.142811,722358480.8444517,0.6084202527999878,0.3657462905455684,0.6342537094544316,0.1441295287719717,10955893149.617508,1579067716.9304447,gas-rich,1.0,-0.1857673269743145,0.38930428092998903,0.5195682374267611,0.31618089432400015,0.39042284909071934
GASS9863,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.40265792583857896,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS9863,J144725.16+032627.9,33365549199.52338,8729713377.165632,174921522.34903717,0.1511636525392532,0.7380335897857745,0.2619664102142255,0.0200374874628278,76807609478.84178,1539031511.982072,transition,1.0,-0.4065509985160478,0.0,0.9332083751239073,0.8467791602880107,0.0
GASS113136,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.3999113413461953,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS113136,J134701.22+335336.9,6682650269.07512,6025592155.867609,556509917.2023522,0.6988451480865479,0.4329025668655301,0.5670974331344699,0.0923577140315467,11467544117.958776,1059116160.290583,gas-rich,1.0,-0.0188306254556973,0.3085118214718501,0.6921409532281777,0.31598910572923344,0.2784957218907832
GASS112088,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.3992972987612346,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS112088,J121147.61+120837.3,6808009968.278462,5623413251.903491,538188626.8416886,0.4351877570152282,0.453778376528842,0.5462216234711579,0.0957049753829696,17186006509.76018,1644786329.9481535,gas-rich,1.0,-0.0755786565803084,0.26716754799319486,0.6809834153901013,0.4340113097951921,0.2437027057852633
GASS114121,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.3971776036637019,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS114121,J142049.04+255731.7,6017180570.968135,4786304286.52868,570929206.1762567,0.2339593768119812,0.457848326387904,0.5421516736120959,0.119283934325523,27208931686.456554,3245588420.354928,transition,1.0,-0.1445375932324673,0.24159135753900407,0.6023868855815899,0.5732000796281049,0.23691945602015996
GASS7520,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.395762329106882,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS7520,J143314.34+023909.6,54671097540.41335,2301444283.651307,58079691.72887044,0.0418678559362888,0.9457151562413996,0.0542848437586005,0.0252361928296284,73109091182.3645,1844995122.6770372,transition,1.0,-0.374164010002076,0.0,0.9158793572345719,0.8339624489911953,0.0
GASS112081,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.3949188264343396,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS112081,J124343.11+252817.2,11337666544.398443,7413100459.583174,461821627.8616957,0.3725349903106689,0.5198066978186527,0.4801933021813472,0.0622980398524996,26465765277.574413,1648765299.989231,transition,1.0,-0.1448994097322025,0.17169199857811557,0.7923398671583347,0.5500527970764987,0.13365550363557874
GASS124027,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.3931114070978998,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS124027,J005227.91+143105.8,6203984129.760437,5011870135.142811,383613406.0377584,0.5182380676269531,0.4636767326801588,0.5363232673198413,0.0765409708739046,12862403779.52748,984500873.0572138,gas-rich,1.0,-0.1306918736047642,0.26415519700072987,0.744863430420318,0.345000707179756,0.22720544553306865
GASS112117,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.39194109858042253,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS112117,J121234.52+110430.2,1352509575.1430314,1819701817.628807,340489403.2809858,0.2785916626453399,0.3200778895990982,0.6799221104009018,0.1871127456061269,8687278701.973736,1625500569.7719364,gas-rich,1.0,-0.3925877370483555,0.43606992071376094,0.376290847979577,0.2596827210103901,0.46653685066816963
GASS14727,xGASS/xCOLD GASS,weak gas-maturity proxy analog,0.3916759726471043,1.0,,seek rotation curve and resolved H I map for gas-rich pre-transition candidate,"high atomic gas reservoir, low molecular conversion, and inefficient stellar conversion",prioritize objects for rotation-curve/H I follow-up rather than direct BDVR activation claims,GASS14727,J091933.11+055257.9,38617471229.19818,19952631912.54866,754026703.9768078,0.5607749819755554,0.5837217564544501,0.4162782435455499,0.0377908391876153,47322012030.92632,1788338546.6951337,transition,1.0,0.005950755473691,0.07266496666489031,0.8740305360412824,0.7115475956111107,0.027130405909249755
