topic,source,rank,title,year,authors,venue,citationCount,doi,url,concepts,abstract,query,error
rar_sparc,openalex,5,Testing the Strong Equivalence Principle: Detection of the External Field Effect in Rotationally Supported Galaxies,2020,Kyu-Hyun Chae; Federico Lelli; Harry Desmond; Stacy S. McGaugh; Pengfei Li; James M. Schombert,The Astrophysical Journal,120,https://doi.org/10.3847/1538-4357/abbb96,https://openalex.org/W3088516478,Physics; Astrophysics; Galaxy rotation curve; Galaxy; Dark matter; Gravitational field; Gravitation; Photometry (optics),"Abstract The strong equivalence principle (SEP) distinguishes general relativity (GR) from other viable theories of gravity. The SEP demands that the internal dynamics of a self-gravitating system under freefall in an external gravitational field should not depend on the external field strength. We test the SEP by investigating the external field effect (EFE) in Milgromian dynamics (MOND), proposed as an alternative to dark matter in interpreting galactic kinematics. We report a detection of this EFE using galaxies from the Spitzer Photometry and Accurate Rotation Curves (SPARC) sample together with estimates of the large-scale external gravitational field from an all-sky galaxy catalog. Our detection is threefold: (1) the EFE is individually detected at 8 σ to 11 σ in “golden” galaxies subjected to exceptionally strong external fields, while it is not detected in exceptionally isolated galaxies, (2) the EFE is statistically detected at more than 4 σ from a blind test of 153 SPARC rotating galaxies, giving a mean value of the external field consistent with an independent estimate from the galaxies’ environments, and (3) we detect a systematic downward trend in the weak gravity part of the radial acceleration relation at the right acceleration predicted by the EFE of the MOND modified gravity. Tidal effects from neighboring galaxies in the Λ cold dark matter (CDM) context are not strong enough to explain these phenomena. They are not predicted by existing ΛCDM models of galaxy",radial acceleration relation SPARC rotationally supported galaxies,
rar_sparc,openalex,6,Compact Gearboxes for Modern Robotics: A Review,2020,Pablo López García; Stein Crispel; Elias Saerens; Tom Verstraten; Dirk Lefeber,Frontiers in Robotics and AI,117,https://doi.org/10.3389/frobt.2020.00103,https://openalex.org/W3049404358,Computer science; Robotics; Actuator; Robot; Artificial intelligence; Emerging technologies; Perspective (graphical); Human–computer interaction,"On the eve of Human-Robot-Interaction (HRI) becoming customary in our lives, the performance of HRI robotic devices remains strongly conditioned by their gearboxes. In most industrial robots, two relatively unconventional transmission technologies-Harmonic Drives© and Cycloid Drives-are usually found, which are not so broadly used in other industries. Understanding the origin of this singularity provides valuable insights in the search for suitable, future robotic transmission technologies. In this paper we propose an assessment framework strongly conditioned by HRI applications, and we use it to review the performance of conventional and emerging robotic gearbox technologies, for which the design criterion is strongly shifted toward aspects like weight and efficiency. The framework proposes to use virtual power as a suitable way to assess the inherent limitations of a gearbox technologies to achieve high efficiencies. This paper complements the existing research dealing with the complex interaction between gearbox technologies and the actuators, with a new gearbox-centered perspective particularly focused on HRI applications.",radial acceleration relation SPARC rotationally supported galaxies,
rar_sparc,openalex,7,Tidal stripping and the structure of dwarf galaxies in the Local Group,2018,Azadeh Fattahi; Julio F. Navarro; Carlos S. Frenk; Kyle A. Oman; Till Sawala; Matthieu Schaller,Monthly Notices of the Royal Astronomical Society,116,https://doi.org/10.1093/mnras/sty408,https://openalex.org/W2735017995,Physics; Astrophysics; Local Group; Dwarf galaxy; Galaxy; Dark matter; Dark matter halo; Dwarf galaxy problem,"Abstract The shallow faint-end slope of the galaxy mass function is usually reproduced in Λ cold dark matter (ΛCDM) galaxy formation models by assuming that the fraction of baryons that turn into stars drops steeply with decreasing halo mass and essentially vanishes in haloes with maximum circular velocities Vmax &amp;lt; 20–30 km s−1. Dark-matter-dominated dwarfs should therefore have characteristic velocities of about that value, unless they are small enough to probe only the rising part of the halo circular velocity curve (i.e. half-mass radii, r1/2 ≪ 1 kpc). Many dwarfs have properties in disagreement with this prediction: they are large enough to probe their halo Vmax but their characteristic velocities are well below 20 km s−1. These ‘cold faint giants’ (an extreme example is the recently discovered Crater 2 Milky Way satellite) can only be reconciled with our ΛCDM models if they are the remnants of once massive objects heavily affected by tidal stripping. We examine this possibility using the APOSTLE cosmological hydrodynamical simulations of the Local Group. Assuming that low-velocity-dispersion satellites have been affected by stripping, we infer their progenitor masses, radii, and velocity dispersions, and find them in remarkable agreement with those of isolated dwarfs. Tidal stripping also explains the large scatter in the mass discrepancy–acceleration relation in the dwarf galaxy regime: tides remove preferentially dark matter from satellite galaxies, lowering the",radial acceleration relation SPARC rotationally supported galaxies,
rar_sparc,openalex,8,Reconciling the Diversity and Uniformity of Galactic Rotation Curves with Self-Interacting Dark Matter,2019,Tao Ren; Anna Kwa; Manoj Kaplinghat; Hai-Bo Yu,Physical Review X,112,https://doi.org/10.1103/physrevx.9.031020,https://openalex.org/W2887189883,Physics; Dark matter; Galaxy rotation curve; Astrophysics; Modified Newtonian dynamics; Halo; Planck; Galaxy,"Galactic rotation curves exhibit diverse behavior in the inner regions while obeying an organizing principle; i.e., they can be approximately described by a radial acceleration relation or the modified Newtonian dynamics phenomenology. We analyze the rotation curve data from the SPARC sample and explicitly demonstrate that both the diversity and uniformity are naturally reproduced in a hierarchical structure formation model with the addition of dark matter self-interactions. The required concentrations of the dark matter halos are fully consistent with the concentration-mass relation predicted by the Planck cosmological model. The inferred stellar mass-to-light (3.6 m) ratios scatter around 0.5 M =L , as expected from population synthesis models, leading to a tight radial acceleration relation and a baryonic Tully-Fisher relation. The inferred stellar-halo mass relation is consistent with the expectations from abundance matching. These results provide compelling arguments in favor of the idea that the inner halos of galaxies are thermalized due to dark matter self-interactions.",radial acceleration relation SPARC rotationally supported galaxies,
rar_sparc,openalex,9,Baryonic clues to the puzzling diversity of dwarf galaxy rotation curves,2020,Isabel Santos-Santos; Julio F. Navarro; Andrew Robertson; Alejandro Benítez-Llambay; Kyle A. Oman; Mark R. Lovell,Monthly Notices of the Royal Astronomical Society,107,https://doi.org/10.1093/mnras/staa1072,https://openalex.org/W2989940211,Physics; Astrophysics; Dwarf galaxy; Galaxy rotation curve; Astronomy; Galaxy; Dwarf galaxy problem; Baryon,"ABSTRACT We use a compilation of disc galaxy rotation curves to assess the role of the luminous component (‘baryons’) in the rotation curve diversity problem. As in earlier work, we find that rotation curve shape correlates with baryonic surface density: high surface density galaxies have rapidly rising rotation curves consistent with cuspy cold dark matter haloes; slowly rising rotation curves (characteristic of galaxies with inner mass deficits or ‘cores’) occur only in low surface density galaxies. The correlation, however, seems too weak to be the main driver of the diversity. In addition, dwarf galaxies exhibit a clear trend, from ‘cuspy’ systems where baryons are unimportant in the inner mass budget to ‘cored’ galaxies where baryons actually dominate. This trend constrains the various scenarios proposed to explain the diversity, such as (i) baryonic inflows and outflows during galaxy formation; (ii) dark matter self-interactions; (iii) variations in the baryonic mass structure coupled to rotation velocities through the ‘mass discrepancy–acceleration relation’ (MDAR); or (iv) non-circular motions in gaseous discs. Together with analytical modelling and cosmological hydrodynamical simulations, our analysis shows that each of these scenarios has promising features, but none seems to fully account for the observed diversity. The MDAR, in particular, is inconsistent with the observed trend between rotation curve shape and baryonic importance; either the trend is caused by sy",radial acceleration relation SPARC rotationally supported galaxies,
rar_sparc,openalex,10,The origin of the mass discrepancy–acceleration relation in ΛCDM,2017,Julio F. Navarro; Alejandro Benítez-Llambay; Azadeh Fattahi; Carlos S. Frenk; Aaron D. Ludlow; Kyle A. Oman,Monthly Notices of the Royal Astronomical Society,90,https://doi.org/10.1093/mnras/stx1705,https://openalex.org/W2573179760,Physics; Astrophysics; Galaxy; Dark matter; Galaxy rotation curve; Galaxy formation and evolution; Baryon; Dark matter halo,"We examine the origin of the mass discrepancy–radial acceleration relation (MDAR) of disc galaxies. This is a tight empirical correlation between the disc centripetal acceleration and that expected from the baryonic component. The MDAR holds for most radii probed by disc kinematic tracers, regardless of galaxy mass or surface brightness. The relation has two characteristic accelerations: a0, above which all galaxies are baryon dominated, and amin, an effective minimum acceleration probed by kinematic tracers in isolated galaxies. We use a simple model to show that these trends arise naturally in Λ cold dark matter (ΛCDM). This is because (i) disc galaxies in ΛCDM form at the centre of dark matter haloes spanning a relatively narrow range of virial mass; (ii) cold dark matter halo acceleration profiles are self-similar and have a broad maximum at the centre, reaching values bracketed precisely by amin and a0 in that mass range and (iii) halo mass and galaxy size scale relatively tightly with the baryonic mass of a galaxy in any successful ΛCDM galaxy formation model. Explaining the MDAR in ΛCDM does not require modifications to the cuspy inner mass profiles of dark haloes, although these may help to understand the detailed rotation curves of some dwarf galaxies and the origin of extreme outliers from the main relation. The MDAR is just a reflection of the self-similar nature of cold dark matter haloes and of the physical scales introduced by the galaxy formation process.",radial acceleration relation SPARC rotationally supported galaxies,
rar_sparc,openalex,11,Novel Probes Project: Tests of gravity on astrophysical scales,2021,Tessa Baker; Alexandre Barreira; Harry Desmond; Pedro G. Ferreira; Bhuvnesh Jain; K. Koyama,Reviews of Modern Physics,89,https://doi.org/10.1103/revmodphys.93.015003,https://openalex.org/W2982366410,Physics; Cosmology; General relativity; Observational study; Observational cosmology; Field (mathematics); Theoretical physics; Astrophysics,"Modern instruments and observational programs in astrophysics and cosmology have opened new perspectives for probing general relativity on previously unexplored scales. This review provides both a methodological and an observational survey of the constraints on modified-gravity models using astrophysical objects in the cosmological, weak-field regime. It is embedded in the framework of the novel probes project, a forum connecting observers and theorists involved in the study of astrophysical tests of dark sector interactions.",radial acceleration relation SPARC rotationally supported galaxies,
rar_sparc,openalex,12,ΛCDM is Consistent with SPARC Radial Acceleration Relation,2017,Ben Keller; James Wadsley,The Astrophysical Journal Letters,87,https://doi.org/10.3847/2041-8213/835/1/l17,https://openalex.org/W2599722715,Physics; Acceleration; Astrophysics; Cosmology; Baryon; Galaxy; Dissipative system; Dark matter,"Abstract Recent analysis of the Spitzer Photometry and Accurate Rotation Curve (SPARC) galaxy sample found a surprisingly tight relation between the radial acceleration inferred from the rotation curves and the acceleration due to the baryonic components of the disk. It has been suggested that this relation may be evidence for new physics, beyond Λ CDM . In this Letter, we show that 32 galaxies from the MUGS2 match the SPARC acceleration relation. These cosmological simulations of star-forming, rotationally supported disks were simulated with a WMAP3 Λ CDM cosmology, and match the SPARC acceleration relation with less scatter than the observational data. These results show that this acceleration relation is a consequence of dissipative collapse of baryons, rather than being evidence for exotic dark-sector physics or new dynamical laws.",radial acceleration relation SPARC rotationally supported galaxies,
hi_size_mass,openalex,2,Cold gas accretion in galaxies,2008,R. Sancisi; Filippo Fraternali; Tom Oosterloo; J. M. van der Hulst,The Astronomy and Astrophysics Review,590,https://doi.org/10.1007/s00159-008-0010-0,https://openalex.org/W2100831384,Physics; Astrophysics; Accretion (finance); Galaxy; Astronomy; Spiral galaxy; Milky Way,"Evidence for the accretion of cold gas in galaxies has been rapidly accumulating in the past years. HI observations of galaxies and their environment have brought to light new facts and phenomena which are evidence of ongoing or recent accretion: (1) A large number of galaxies are accompanied by gas-rich dwarfs or are surrounded by HI cloud complexes, tails and filaments. This suggests ongoing minor mergers and recent arrival of external gas. It may be regarded, therefore, as direct evidence of cold gas accretion in the local universe. It is probably the same kind of phenomenon of material infall as the stellar streams observed in the halos of our galaxy and M 31. (2) Considerable amounts of extra-planar HI have been found in nearby spiral galaxies. While a large fraction of this gas is undoubtedly produced by galactic fountains, it is likely that a part of it is of extragalactic origin. Also the Milky Way has extra-planar gas complexes: the Intermediate- and High-Velocity Clouds (IVCs and HVCs). (3) Spirals are known to have extended and warped outer layers of HI. It is not clear how these have formed, and how and for how long the warps can be sustained. Gas infall has been proposed as the origin. (4) The majority of galactic disks are lopsided in their morphology as well as in their kinematics. Also here recent accretion has been advocated as a possible cause. In our view, accretion takes place both through the arrival and merging of gas-rich satellites and through gas infa",HI size mass relation galaxies Wang Broeils Rhee,
hi_size_mass,openalex,3,New lessons from the H i size–mass relation of galaxies,2016,Jing Wang; B. Koribalski; P. Serra; J. M. van der Hulst; Sambit Roychowdhury; P. Kamphuis,Monthly Notices of the Royal Astronomical Society,262,https://doi.org/10.1093/mnras/stw1099,https://openalex.org/W2346927002,Physics; Astrophysics; Galaxy; RADIUS; Spiral galaxy; Sigma; Lenticular galaxy; Elliptical galaxy,"We revisit the H i size–mass (⁠|$D_{\rm H\,{\small I}}$|–MH i) relation of galaxies with a sample of more than 500 nearby galaxies covering over five orders of magnitude in H i mass and more than 10 B-band magnitudes. The relation is remarkably tight with a scatter σ ∼ 0.06 dex, or 14 per cent. The scatter does not change as a function of galaxy luminosity, H i richness or morphological type. The relation is linked to the fact that dwarf and spiral galaxies have a homogeneous radial profile of H i surface density in the outer regions when the radius is normalized by DH i. The early-type disc galaxies typically have shallower H i radial profiles, indicating a different gas accretion history. We argue that the process of atomic-to-molecular gas conversion or star formation cannot explain the tightness of the DH i–MH i relation. This simple relation puts strong constraints on simulation models for galaxy formation.",HI size mass relation galaxies Wang Broeils Rhee,
hi_size_mass,openalex,4,WALLABY – an SKA Pathfinder H i survey,2020,Bärbel S. Koribalski; L. Staveley-Smith; T. Westmeier; P. Serra; K. Spekkens; O. I. Wong,Astrophysics and Space Science,215,https://doi.org/10.1007/s10509-020-03831-4,https://openalex.org/W3006292462,Physics; Sky; Redshift; Galaxy; Context (archaeology); Astronomy; Astrophysics; Pathfinder,,HI size mass relation galaxies Wang Broeils Rhee,
hi_size_mass,openalex,5,"The distribution of atomic hydrogen in eagle galaxies: morphologies, profiles, and H i holes",2015,Yannick M Bahé; Robert A. Crain; Guinevere Kauffmann; R. G. Bower; Joop Schaye; Michelle Furlong,Monthly Notices of the Royal Astronomical Society,141,https://doi.org/10.1093/mnras/stv2674,https://openalex.org/W2173426506,Physics; Astrophysics; Galaxy; Star formation; Radiative transfer; Hydrogen; Accretion (finance); Astronomy,"We compare the mass and internal distribution of atomic hydrogen (H I) in 2200 present-day central galaxies with M star > 10 10 M from the 100 Mpc EAGLE 'Reference' simulation to observational data. Atomic hydrogen fractions are corrected for self-shielding using a fitting formula from radiative transfer simulations and for the presence of molecular hydrogen using an empirical or a theoretical prescription from the literature. The resulting neutral hydrogen fractions, M H I+H 2 /M star , agree with observations to better than 0.1 dex for galaxies with M star between 10 10 and 10 11 M . Our fiducial, empirical H 2 model based on gas pressure results in galactic H I mass fractions, M H I /M star , that agree with observations from the GASS survey to better than 0.3 dex, but the alternative theoretical H 2 formula from high-resolution simulations leads to a negative offset in M H I /M star of up to 0.5 dex. Visual inspection of mock H I images reveals that most H I discs in simulated H I-rich galaxies are vertically disturbed, plausibly due to recent accretion events. Many galaxies (up to 80 per cent) contain spuriously large H I holes, which are likely formed as a consequence of the feedback implementation in EAGLE. The H I mass-size relation of all simulated galaxies is close to (but 16 per cent steeper than) observed, and when only galaxies without large holes in the H I disc are considered, the agreement becomes excellent (better than 0.1 dex). The presence of large H I hole",HI size mass relation galaxies Wang Broeils Rhee,
hi_size_mass,openalex,6,Interacting galaxies on FIRE-2: the connection between enhanced star formation and interstellar gas content,2019,Jorge Moreno; Paul Torrey; Sara L. Ellison; David R. Patton; Philip F. Hopkins; Michael Bueno,Monthly Notices of the Royal Astronomical Society,137,https://doi.org/10.1093/mnras/stz417,https://openalex.org/W2913882668,Physics; Astrophysics; Galaxy; Star formation; Astronomy; Content (measure theory); Connection (principal bundle); Interstellar medium,"We present a comprehensive suite of high-resolution (parsec-scale), idealized (noncosmological) galaxy merger simulations (24 runs, stellar mass ratio 2.5:1) to investigate the connection between interaction-induced star formation and the evolution of the interstellar medium (ISM) in various temperature-density regimes. We use the GIZMO code and the second version of the 'Feedback in Realistic Environments' model (FIRE-2), which captures the multiphase structure of the ISM. Our simulations are designed to represent galaxy mergers in the local Universe. In this work, we focus on the 'galaxy-pair period' between first and second pericentric passage. We split the ISM into four regimes: hot, warm, cool, and colddense, motivated by the hot, ionized, atomic and molecular gas phases observed in real galaxies. We find that, on average, interactions enhance the star formation rate of the pair (30 per cent, merger-suite sample average) and elevate their cold-dense gas content (18 per cent). This is accompanied by a decrease in warm gas (11 per cent), a negligible change in cool gas (4 per cent increase), and a substantial increase in hot gas (400 per cent). The amount of cold-dense gas with densities above 1000 cm -3 (the cold ultra-dense regime) is elevated significantly (240 per cent), but only accounts for 0.15 per cent (on average) of the colddense gas budget.",HI size mass relation galaxies Wang Broeils Rhee,
hi_size_mass,openalex,7,GASP – XVII. H i imaging of the jellyfish galaxy JO206: gas stripping and enhanced star formation,2019,M. Ramatsoku; P. Serra; Bianca M. Poggianti; A. Moretti; Marco Gullieuszik; D. Bettoni,Monthly Notices of the Royal Astronomical Society,67,https://doi.org/10.1093/mnras/stz1609,https://openalex.org/W2951203087,Physics; Jellyfish; Stripping (fiber); Star formation; Astrophysics; Galaxy; Star (game theory); Astronomy,"We present VLA H I observations of JO206, a prototypical ram-pressure-stripped galaxy in the GASP sample. This massive galaxy (M * = 8.5 10 10 M ) is located at a redshift of z = 0.0513, near the centre of the low-mass galaxy cluster, IIZw108 ( 575 km s -1 ). JO206 is characterized by a long tail (90 kpc) of ionized gas stripped away by ram pressure. We find a similarly long H I tail in the same direction as the ionized gas tail and measure a total H I mass of 3.2 10 9 M . This is about half the expected H I mass given the stellar mass and surface density of JO206. A total of 1.8 10 9 M (60 per cent) of the detected H I is in the gas-stripped tail. An analysis of the star formation rate shows that the galaxy is forming more stars compared to galaxies with the same stellar and H I mass. On average we find an H I gas depletion time of 0.5 Gyr which is about four times shorter than that of 'normal' spiral galaxies. We performed a spatially resolved analysis of the relation between star formation rate density and gas density in the disc and tail of the galaxy at the resolution of our H I data. The star formation efficiency of the disc is about 10 times higher than that of the tail at fixed H I surface densities. Both the inner and outer parts of JO206 show an enhanced star formation compared to regions of similar H I surface density in field galaxies. The enhanced star formation is due to ram-pressure stripping during the galaxy's first infall into the cluster.",HI size mass relation galaxies Wang Broeils Rhee,
hi_size_mass,openalex,8,H <scp>i</scp>-MaNGA: tracing the physics of the neutral and ionized ISM with the second data release,2021,David V. Stark; Karen L. Masters; V. Ávila-Reese; Rogemar A. Riffel; Rogério Riffel; Nicholas Fraser Boardman,Monthly Notices of the Royal Astronomical Society,61,https://doi.org/10.1093/mnras/stab566,https://openalex.org/W3127889093,Physics; Astrophysics; Metallicity; Galaxy; Star formation; Surface brightness; Stars; Ionization,"ABSTRACT We present the second data release for the H i-MaNGA programme of H i follow-up observations for the SDSS-IV MaNGA survey. This release contains measurements for 3669 unique galaxies, combining 2108 Green Bank Telescope observations with an updated crossmatch of the MaNGA sample with the ALFALFA survey. We combine these data with MaNGA spectroscopic measurements to examine relationships between H i-to-stellar mass ratio (${\rm M_{H\, {\small I}}/{M_*}}$) and average ISM/star formation properties probed by optical emission lines. ${\rm M_{H\, {\small I}}/{M_*}}$ is very weakly correlated with the equivalent width of H α, implying a loose connection between the instantaneous star formation rate and the H i reservoir, although the link between ${\rm M_{H\, {\small I}}/{M_*}}$ and star formation strengthens when averaged even over only moderate time-scales (∼30 Myr). Galaxies with elevated H i depletion times have enhanced [O i]/H α and depressed H α surface brightness, consistent with more H i residing in a diffuse and/or shock-heated phase that is less capable of condensing into molecular clouds. Of all optical lines, ${\rm M_{H\, {\small I}}/{M_*}}$ correlates most strongly with oxygen equivalent width, EW(O), which is likely a result of the existing correlation between ${\rm M_{H\, {\small I}}/{M_*}}$ and gas-phase metallicity. Residuals in the ${\rm M_{H\, {\small I}}/{M_*}}$−EW(O) relation are again correlated with [O i]/H α and H α surface brightness, suggesting t",HI size mass relation galaxies Wang Broeils Rhee,
hi_size_mass,openalex,9,"GHASP: an Hα kinematic survey of spiral and irregular galaxies - IV. 44 new velocity fields. Extension, shape and asymmetry of Hα rotation curves",2005,O. Garrido; M. Marcelin; P. Amram; C. Balkowski; J. L. Gach; J. Boulesteix,Monthly Notices of the Royal Astronomical Society,59,https://doi.org/10.1111/j.1365-2966.2005.09274.x,https://openalex.org/W2023640758,Physics; Astrophysics; Galaxy rotation curve; Spiral galaxy; Asymmetry; Galaxy; Tully–Fisher relation; Rotation (mathematics),"We present Fabry-Perot observations obtained in the frame of the GHASP survey (Gassendi HAlpha survey of SPirals). We have derived the H map, the velocity field and the rotation curve for a new set of 44 galaxies. The data presented in this paper are combined with the data published in the three previous papers providing a total number of 85 of the 96 galaxies observed up to now. This sample of kinematical data has been divided into two groups: isolated (ISO) and softly interacting (SOFT) galaxies. In this paper, the extension of the H discs, the shape of the rotation curves, the kinematical asymmetry and the Tully-Fisher relation have been investigated for both ISO and SOFT galaxies. The H extension is roughly proportional to R 25 for ISO as well as for SOFT galaxies. The smallest extensions of the ionized disc are found for ISO galaxies. The inner slope of the rotation curves is found to be correlated with the central concentration of light more clearly than with the type or the kinematical asymmetry, for ISO as well as for SOFT galaxies. The outer slope of the rotation curves increases with the type and with the kinematical asymmetry for ISO galaxies but shows no special trend for SOFT galaxies. No decreasing rotation curve is found for SOFT galaxies. The asymmetry of the rotation curves is correlated with the morphological type, the luminosity, the (B -V ) colour and the maximal rotational velocity of galaxies. Our results show that the brightest, the most massive and the",HI size mass relation galaxies Wang Broeils Rhee,
hi_size_mass,openalex,10,Scaling relations and baryonic cycling in local star-forming galaxies,2020,L. K. Hunt; C. Tortora; M. Ginolfi; Raffaella Schneider,Astronomy and Astrophysics,45,https://doi.org/10.1051/0004-6361/202039021,https://openalex.org/W3092573720,Physics; Astrophysics; Galaxy; Star formation; Accretion (finance); Galaxy formation and evolution; Metallicity; Astronomy,"Assessments of the cold-gas reservoir in galaxies are a cornerstone for understanding star-formation processes and the role of feedback and baryonic cycling in galaxy evolution. Here we exploit a sample of 392 galaxies (dubbed MAGMA, Metallicity and Gas for Mass Assembly), presented in a recent paper, to quantify molecular and atomic gas properties across a broad range in stellar mass, M star , from ∼10 7 − 10 11 M ⊙ . First, we find the metallicity ( Z ) dependence of the conversion factor for CO luminosity to molecular H 2 mass α CO to be shallower than previous estimates, with α CO ∝ ( Z / Z ⊙ ) −1.55 . Second, molecular gas mass M H2 is found to be strongly correlated with M star and star-formation rate (SFR), enabling predictions of M H2 good to within ∼0.2 dex; analogous relations for atomic gas mass M HI and total gas mass M gas are less accurate, ∼0.4 dex and ∼0.3 dex, respectively. Indeed, the behavior of atomic gas mass M HI in MAGMA scaling relations suggests that it may be a third, independent variable that encapsulates information about the circumgalactic environment and gas accretion. If M gas is considered to depend on M HI , together with M star and SFR, we obtain a relation that predicts M gas to within ∼0.05 dex. Finally, the analysis of depletion times and the scaling of M HI / M star and M H2 / M star over three different mass bins suggests that the partition of gas and the regulation of star formation through gas content depends on the mass regime. Dwarf ",HI size mass relation galaxies Wang Broeils Rhee,
hi_size_mass,openalex,11,The DiskMass Survey,2015,Thomas P. K. Martinsson; Marc Verheijen; Matthew A. Bershady; Kyle B. Westfall; David R. Andersen; R. A. Swaters,Astronomy and Astrophysics,43,https://doi.org/10.1051/0004-6361/201527067,https://openalex.org/W4297455762,Physics; Astrophysics; Spiral galaxy; Galaxy; Velocity dispersion; Star formation; Stellar mass; Line (geometry),"We present results from 21 cm radio synthesis imaging of 28 spiral galaxies from the DiskMass Survey obtained with the VLA, WSRT, and GMRT facilities. We detail the observations and data reduction procedures and present a brief analysis of the radio data. We construct 21 cm continuum images, global Hi emission-line profiles, column-density maps, velocity fields, and position-velocity diagrams. From these we determine star formation rates (SFRs), Hi line widths, total Hi masses, rotation curves, and azimuthallyaveraged radial Hi column-density profiles. All galaxies have an Hi disk that extends beyond the readily observable stellar disk, with an average ratio and scatter of R HI /R 25 = 1.350.22, and a majority of the galaxies appear to have a warped Hi disk. A tight correlation exists between total Hi mass and Hi diameter, with the largest disks having a slightly lower average column density. Galaxies with relatively large Hi disks tend to exhibit an enhanced stellar velocity dispersion at larger radii, suggesting the influence of the gas disk on the stellar dynamics in the outer regions of disk galaxies. We find a striking similarity among the radial Hi surface density profiles, where the average, normalized radial profile of the late-type spirals is described surprisingly well with a Gaussian profile. These results can be used to estimate Hi surface density profiles in galaxies that only have a total Hi flux measurement. We compare our 21 cm radio continuum luminosities wit",HI size mass relation galaxies Wang Broeils Rhee,
hi_size_mass,openalex,12,The diversity of rotation curves of simulated galaxies with cusps and cores,2023,Finn A Roper; Kyle A. Oman; Carlos S. Frenk; Alejandro Benítez-Llambay; Julio F. Navarro; Isabel Santos-Santos,Monthly Notices of the Royal Astronomical Society,37,https://doi.org/10.1093/mnras/stad549,https://openalex.org/W4321444270,Physics; Galaxy rotation curve; Astrophysics; Galaxy; Dark matter; Dwarf galaxy; Supernova; Rotation (mathematics),"ABSTRACT We use ΛCDM cosmological hydrodynamical simulations to explore the kinematics of gaseous discs in late-type dwarf galaxies. We create high-resolution 21-cm ‘observations’ of simulated dwarfs produced in two variations of the EAGLE galaxy formation model: one where supernova-driven gas flows redistribute dark matter and form constant-density central ‘cores’, and another where the central ‘cusps’ survive intact. We ‘observe’ each galaxy along multiple sightlines and derive a rotation curve for each observation using a conventional tilted-ring approach to model the gas kinematics. We find that the modelling process introduces systematic discrepancies between the recovered rotation curve and the actual circular velocity curve driven primarily by (i) non-circular gas orbits within the discs; (ii) the finite thickness of gaseous discs, which leads to overlap of different radii in projection; and (iii) departures from dynamical equilibrium. Dwarfs with dark matter cusps often appear to have a core, whilst the inverse error is less common. These effects naturally reproduce an observed trend which other models struggle to explain: late-type dwarfs with more steeply rising rotation curves appear to be dark matter-dominated in the inner regions, whereas the opposite seems to hold in galaxies with core-like rotation curves. We conclude that if similar effects affect the rotation curves of observed dwarfs, a late-type dwarf population in which all galaxies have sizeable dark matt",HI size mass relation galaxies Wang Broeils Rhee,
xgass_xcold,openalex,1,xCOLD GASS: The Complete IRAM 30 m Legacy Survey of Molecular Gas for Galaxy Evolution Studies,2017,Amélie Saintonge; Barbara Catinella; Linda J. Tacconi; Guinevere Kauffmann; Reinhard Genzel; Luca Cortese,The Astrophysical Journal Supplement Series,511,https://doi.org/10.3847/1538-4365/aa97e0,https://openalex.org/W2763485703,Astrophysics; Physics; Galaxy; Sky; Photometry (optics); Redshift; Astronomy; Population,"Abstract We introduce xCOLD GASS, a legacy survey providing a census of molecular gas in the local universe. Building on the original COLD GASS survey, we present here the full sample of 532 galaxies with CO (1–0) measurements from the IRAM 30 m telescope. The sample is mass-selected in the redshift interval from the Sloan Digital Sky Survey (SDSS) and therefore representative of the local galaxy population with . The CO (1–0) flux measurements are complemented by observations of the CO (2–1) line with both the IRAM 30 m and APEX telescopes, H i observations from Arecibo, and photometry from SDSS, WISE , and GALEX . Combining the IRAM and APEX data, we find that the ratio of CO (2–1) to CO (1–0) luminosity for integrated measurements is , with no systematic variations across the sample. The CO (1–0) luminosity function is constructed and best fit with a Schechter function with parameters , , and . With the sample now complete down to stellar masses of 10 9 , we are able to extend our study of gas scaling relations and confirm that both molecular gas fractions ( ) and depletion timescale ( ) vary with specific star formation rate (or offset from the star formation main sequence) much more strongly than they depend on stellar mass. Comparing the xCOLD GASS results with outputs from hydrodynamic and semianalytic models, we highlight the constraining power of cold gas scaling relations on models of galaxy formation.",xGASS xCOLD GASS gas fraction depletion time galaxy scaling relations,
xgass_xcold,openalex,2,Fast and inefficient star formation due to short-lived molecular clouds and rapid feedback,2019,J. M. Diederik Kruijssen; Andreas Schruba; Mélanie Chevance; Steven N. Longmore; Alexander P. S. Hygate; Daniel T. Haydon,Nature,258,https://doi.org/10.1038/s41586-019-1194-3,https://openalex.org/W2945162737,Physics; Star formation; Molecular cloud; Astrophysics; Galaxy; Stars; Astronomy; Galaxy formation and evolution,,xGASS xCOLD GASS gas fraction depletion time galaxy scaling relations,
